ZipCode,Price,Beds,Baths,LivingSpace,Address,City,State,ZipCodePopulation,ZipCodeDensity,County,MedianHouseholdIncome,Latitude,Longitude
80209,10695000,7,8,10790,2750 E CEDAR AVE,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,2495000,4,4,4040,2353 E ALAMEDA AVE,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,1498000,4,4,4283,331 S GAYLORD ST,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,875000,2,2,1716,360 S LAFAYETTE ST UNIT 403,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,650000,2,2,1278,329 S WASHINGTON ST,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,2385000,5,6,3796,345 S RACE ST,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,1050000,3,4,1971,163 S HARRISON ST,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,3500000,4,4,4283,333 S GAYLORD ST,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,3600000,5,5,4296,590 S RACE ST,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,550000,2,2,1617,3131 E ALAMEDA AVE UNIT 505,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,1199000,3,2,2073,926 S YORK ST,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,2579000,4,3,3874,909 S MONROE ST,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,1195000,4,3,2217,933 S CLAYTON WAY,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80209,575000,1,2,687,500 S PENNSYLVANIA ST # 512,Denver,Colorado,24073,2653.5,Denver,166394,39.70608,-104.9656
80210,2375000,5,4,4105,1503 S EMERSON ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,415000,2,1,815,2678 S HUMBOLDT ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,850000,5,3,3149,2089 S LOGAN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,850000,6,2,2400,2552/2556 S LOGAN STREET,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,534900,1,1,874,1912 S DOWNING ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,839000,4,2,2177,2500 E MEXICO AVE,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,795000,4,2,1758,3030 S JACKSON ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,750000,3,3,2846,3333 E FLORIDA AVE APT 30,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1749000,3,3,4378,1158 S VINE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,5250000,6,6,7266,2501 S CLAYTON ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,2230000,5,6,4128,3460 E NIELSEN LN,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,2.00E+06,5,4,2774,2445 S JACKSON ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,450000,3,2,1824,3976 E EVANS AVE,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1499000,5,4,3878,2901 S COOK ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1100000,4,3,2197,1490 S SAINT PAUL ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,485000,2,2,930,1313 S CLARKSON ST APT 303,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1395000,2,2,2524,2244 S COLUMBINE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,879900,2,3,1853,2454 S GILPIN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,2100000,4,5,4540,1392 S VINE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,675000,3,3,1507,1935 S MONROE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1285000,4,5,3302,2526 S LINCOLN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,2495000,5,5,4832,1128 S JACKSON ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,2450000,6,6,5514,1257 S GARFIELD ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,779000,3,3,1667,2560 S RACE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1380000,4,4,3505,1909 S LOGAN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,920000,3,2,1736,1266 S EMERSON ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,850000,4,3,830,1688 S LINCOLN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,620000,4,1,1725,2551 S LAFAYETTE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,380000,2,2,1495,1888 S JACKSON ST APT 601,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,969000,5,2,2349,2387 S OGDEN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,2450000,4,5,3546,3705 E WARREN AVE,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,785000,3,2,1588,1168 S MADISON ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1595000,4,5,3302,1286 S PENNSYLVANIA ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,2895000,5,5,5532,2684 S COOK ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1650000,6,5,2935,1847 S GRANT ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1050000,7,3,2607,2293 AND 2295 S SHERMAN STREET,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1750000,4,5,3929,1770 S CORONA ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,995000,4,3,3567,2116 S OGDEN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,2800000,4,4,4040,3241 S MONROE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,2400000,6,6,4740,2741 S JACKSON ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,630000,2,3,1644,2200 S UNIVERSITY BLVD APT 414,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1380000,4,4,3505,1909 S LOGAN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,899900,4,2,2576,1631 S LINCOLN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,945000,3,4,2764,2031 S PEARL ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,689900,2,2,804,1327 S LOGAN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,950000,3,3,2086,2461 S HIGH ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,399000,2,1,940,2358 S RACE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,990000,3,3,1805,2768 S COOK ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,8.00E+05,5,3,2200,2465 S RACE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,675000,3,1,1142,1315 S SHERMAN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,2550000,5,6,5766,2111 S COLUMBINE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,2849000,6,5,4782,2306 S COLUMBINE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,825000,4,2,1856,1650 S SAINT PAUL ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,860000,4,3,2239,1942 S LAFAYETTE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1865000,5,5,4837,3027 S COOK ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,640000,2,2,1536,2824 S JACKSON ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,889000,4,3,2290,2646 S GARFIELD WAY,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,969000,5,2,2461,2387 S OGDEN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,4500000,4,6,6110,2409 S FILLMORE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,4495000,7,6,5674,1100 S GILPIN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,1799000,5,5,4535,1810 S STEELE ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,9.00E+05,4,2,1700,2082 S LINCOLN ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80210,899000,5,4,2290,1924 S MADISON ST,Denver,Colorado,38059,2413.4,Denver,168692,39.6781,-104.96275
80211,595000,2,1,1002,2022 W ELK PL,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,519000,2,3,1022,1923 W ELK PL UNIT 2,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,599000,2,1,938,3070 W 35TH AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,825000,3,2,1551,4244 ELIOT ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,629000,2,3,1350,2822 ELIOT ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,544500,2,1,749,4214 PECOS ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,675000,2,3,1315,3737 KALAMATH ST APT 5,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,925000,3,2,1549,3223 MEADE ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,589000,2,2,1137,2195 DECATUR ST UNIT 312,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,550000,2,1,890,2850 IRVING ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1150000,3,3,2270,4235 UMATILLA ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,775000,2,3,1503,4595 TEJON ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,485000,2,1,674,2438 W 35TH AVE APT 6,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1400000,3,5,3064,2225 W 34TH AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,950000,5,3,3035,4578 LOWELL BLVD,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,795000,3,2,1419,2727 W 34TH AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1585000,4,4,2494,2600 W 23RD AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1600000,4,5,3216,3546 PECOS ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1190000,3,4,1923,2639 17TH ST UNIT 2,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1499000,4,5,3350,2637 W 23RD AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1290000,4,3,2465,3477 W 37TH AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1325000,4,5,3102,2722 HOOKER ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,2195000,5,6,3300,3642 MARIPOSA ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1689000,5,4,3180,4276 GROVE ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,999500,4,3,2329,2627 W 37TH AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1495000,4,5,3120,3632 MARIPOSA ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,779000,4,2,2100,4047 KING ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,870000,3,2,1608,3942 ALCOTT ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,675000,3,2,1211,4742 MEADE ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,370100,1,1,593,3915 ZUNI ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,950000,5,2,2127,3527 NEWTON ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,799900,2,1,1139,2439 W 32ND AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,649000,2,4,1287,2814 FEDERAL BLVD,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,495000,1,1,820,1735 CENTRAL ST APT 313,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,750000,3,2,1180,2184 KING ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,665000,2,1,961,3200 W 26TH AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1595000,5,5,3338,3323 NEWTON ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,7.00E+05,1,2,822,2418 W 38TH AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1500000,4,5,3189,2662 LOWELL BLVD,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,895000,2,3,2159,2602 W 24TH AVE UNIT 14,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,630000,3,2,1585,1742 W 36TH AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,450000,2,1,951,2014 W 43RD AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,825000,4,3,2150,3405 N CLAY ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1195000,3,3,2217,2432 JULIAN ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,530000,1,1,770,1908 W 33RD AVE UNIT 301,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,775000,2,4,1561,2810 FEDERAL BLVD,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,799000,2,3,1595,3812 JULIAN ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,825000,4,3,2413,4500 BEACH CT,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,2650000,3,5,4810,3453 NAVAJO ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,450000,1,1,647,2467 W ARGYLE PL,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1585000,3,4,2392,1330 W 35TH AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,4.00E+05,1,1,549,3211 ZUNI ST APT 16,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,669900,2,2,1143,2790 W 25TH AVE UNIT 7,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,725000,5,3,2268,3348 NAVAJO ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1149000,3,3,1462,3353 TEJON ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1500000,4,4,2709,4336 ZUNI ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,650000,2,3,1235,3959 INCA ST,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1595000,4,4,3512,3537 W 40TH AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80211,1595000,4,4,3512,3537 W 40TH AVE,Denver,Colorado,36330,3107.4,Denver,143444,39.76715,-105.02006
80212,560000,1,1,1242,4625 W 50TH AVE APT 203,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1599999,4,4,2997,4476 YATES ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1160000,3,2,2006,4528 W 27TH AVE,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1450000,3,3,2024,4101 W 20TH AVE,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,2300000,4,4,3677,2490 WOLFF ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1925000,3,4,3705,4895 W 29TH AVE,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,995000,3,1,970,2110 N RALEIGH ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,799900,2,2,1227,4182 YATES ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1999000,4,5,4503,4128 CHASE ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,943000,4,3,1738,2925 PERRY ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,2250000,5,7,4094,4536 QUITMAN ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,2595000,5,7,4568,2019 OSCEOLA ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1100000,4,3,2431,3915 W 25TH AVE,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,999000,2,3,1830,3515 PERRY ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1395000,4,4,2974,3832 QUITMAN ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,2795000,5,5,5540,4843 W HAYWARD PL,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1293000,3,4,3134,3320 STUART ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,630000,2,2,817,3748 ZENOBIA ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1325000,3,4,2296,4573 STUART ST # 2,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,2295000,4,5,3914,2541 N RALEIGH ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1200000,3,2,2112,4714 TENNYSON ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,850000,3,2,1076,4027 W 44TH AVE,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,745000,3,1,1680,4419 OSCEOLA ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1395000,4,4,2558,4540 W HAYWARD PL,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,750000,2,1,1008,2632 WOLFF ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1293000,3,4,3134,3320 STUART ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,2325000,6,5,4703,4585 QUITMAN ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,959900,3,2,1866,2666 STUART ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,850000,3,2,1626,2844 STUART ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1300000,4,5,3275,4505 W 50TH AVE,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80212,1495000,4,4,2750,4874 QUITMAN ST,Denver,Colorado,19778,2143.1,Denver,146081,39.77174,-105.04819
80216,205000,1,1,449,3575 CHESTNUT PL UNIT 806,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,205000,1,1,448,3575 CHESTNUT PL UNIT 805,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,335000,2,1,690,4427 CHEROKEE ST,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,535000,3,2,969,5085 LINCOLN ST,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,399900,2,1,857,5015 STEELE ST,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,295000,3,1,912,3575 CHESTNUT PL UNIT 802,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,449900,2,1,757,4746 PENNSYLVANIA ST,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,409900,2,3,820,4718 VINE ST,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,240000,2,1,650,3575 CHESTNUT PL UNIT 803,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,240000,2,1,817,4320 CLAYTON ST,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,4.00E+05,3,1,954,4709 SHERMAN ST,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,375000,2,2,1124,4100 ALBION ST UNIT 601,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80216,240000,2,1,645,3575 CHESTNUT PL UNIT 807,Denver,Colorado,15349,584.9,Denver,90225,39.78659,-104.96187
80218,1100000,3,3,3016,1243 N MARION ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,8.00E+05,3,2,1359,507 N DOWNING ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,660000,2,2,971,1601 PARK AVE UNIT 202,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,595000,2,2,1016,1102 E 4TH AVE,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,775000,2,2,1151,1601 PARK AVE UNIT 307,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,280000,1,1,545,1008 N CORONA ST APT 508,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,299973,1,1,715,1233 N OGDEN ST APT 605,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,875000,2,3,1361,1601 PARK AVE UNIT 213,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,265000,1,1,626,1441 N HUMBOLDT ST APT 202,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,450000,2,2,1168,1313 N WILLIAMS ST APT 704,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,259000,1,1,577,1056 N MARION ST APT 101,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,825000,3,2,1376,610 N DOWNING ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,845000,3,3,1649,1807 N WILLIAMS ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,440000,1,1,674,1601 PARK AVE UNIT 305,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,675000,2,3,1962,1735 N FRANKLIN ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,299999,1,1,708,1270 N MARION ST APT 404,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,675000,2,3,1965,1737 N FRANKLIN ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,1150000,3,3,1844,1180 N LAFAYETTE ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,650000,1,1,1009,1601 PARK AVE UNIT 116,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,1350000,6,4,4102,1253 N CORONA ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,950000,3,4,2138,1817 N WILLIAMS ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,250000,1,1,527,1374 N OGDEN ST APT A,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,665000,2,1,873,1601 PARK AVE UNIT 401,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,399000,1,1,649,1601 PARK AVE UNIT 108,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,1825000,4,5,3143,410 N WILLIAMS ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,1095000,2,3,1320,1601 PARK AVE UNIT 506,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,865000,3,4,1667,1782 N WILLIAMS ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,590000,2,2,994,1104 E 4TH AVE,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,240000,1,1,558,925 E 8TH AVE APT 10,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,229000,1,1,629,1233 N OGDEN ST APT 108,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,1690000,2,3,2907,1200 N HUMBOLDT ST APT 1503,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,249000,1,1,601,1390 N EMERSON ST APT 204,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,311900,1,1,570,33 N CORONA ST APT 403,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,310000,1,1,589,1008 N CORONA ST APT 403,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,299000,1,1,635,937 N CLARKSON ST APT 101,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,625000,3,2,1324,1612 N HIGH ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,415000,1,1,735,1200 N HUMBOLDT ST APT 402,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80218,825000,4,4,3500,1337 N MARION ST,Denver,Colorado,19013,4638.1,Denver,130715,39.73119,-104.97073
80219,384000,2,1,747,1525 S XAVIER ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,375000,2,1,739,1515 S YATES ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,450000,2,2,895,1318 S DALE CT,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,465000,4,1,1107,2535 S IRVING ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,525000,3,2,1198,1554 S CLAY ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,458000,3,2,918,147 OSCEOLA ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,649900,4,3,1687,980 S WOLFF ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,535000,2,2,1191,3710 W 3RD AVE,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,380000,2,2,1082,3300 W FLORIDA AVE APT 42,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,485000,2,1,752,701 S BRYANT ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
